<*>-,<*>С,<*>',<*>9,<*>к,<*>м,<*>0,<*>1,<*>2,<*>3,<*>4,<*>5,<*>6,<*>7,<*>’,<*>‑,<*>h,<*>i,<*>j,<*>k,<*>l,<*>m,<*>n,<*>o,<*>a,<*>b,<*>c,<*>d,<*>e,<*>f,<*>g,<*>x,<*>y,<*>z,<*>p,<*>q,<*>r,<*>s,<*>t,<*>u,<*>v,<*>w,<*>H,<*>I,<*>J,<*>K,<*>L,<*>M,<*>N,<*>O,<*>с,<*>т,<*>C,<*>D,<*>E,<*>F,<*>G,<*>X,<*>ə,<*>Z,<*>џ,<*>P,<*>Q,<*>R,<*>S,<*>T,<*>B,<*>V,<*>W,<*>х,<*>Y,<*>é,<*>ì,<*>í,<*>A,<*>á,<*>_,<*>ä,<*>å,<*>ç,<*>ü,<*>ÿ,<*>ñ,<*>ö,<*>Â,<*>U,<*>Ü,<*>Ð,<*>Ö,<*>Ģ,<*>İ,<*>ı,<*>ā,<*>Ğ,<*>ğ,<*>,<*>ž,<*>Ş,<*>ş,<*>Ç,<*>Ə,<*>ǝ
36697,4,310,7580,5,116,23036,12400,8900,5413,4985,6455,4645,4545,172,1,88226,1178041,4430,215233,862114,369210,958022,149949,1226397,161461,110585,534575,239822,61702,28039,75689,307596,181361,37047,149818,887834,369669,363048,298809,95571,292,864,3777,57,1737,1995,3071,2551,1910,6,2,1548,2678,1880,602,367,1289,1274922,968,1,1074,1009,3090,3576,3560,1698,1868,88,71,957,13,30,16,4956,7,8625,26,20,67264,208198,6,8,73324,1,785,421,1,210,13,3658,490301,6,93,65215,11493771,1,1192,163627,204,2536,6
